Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	FlyBase	CStart	CStop	NumExons
chr3L	3809145	3810196	CG32262	1051	-	NM_139574	CG32262	3809275	3810097	1
chr3L	3810311	3811114	CG32263	803	-	NM_168041	CG32263	3810349	3810970	1
chr3L	3714825	3806459	CG32264	91634	-	NM_206268	CG32264	3717391	3805959	11
chr3L	3790803	3791560	CG32266	757	+	NM_168040	CG32266	3790843	3791308	2
chr3L	3471554	3472113	CG32267	559	-	NM_168032	CG32267	3471821	3472041	2
chr3L	3206948	3208985	CG32269	2037	-	NM_139531	CG32269	3207022	3208021	1
chr3L	3206948	3208985	CG32270	2037	-	NM_168003	CG32270	3208159	3208939	1
chr3L	3202237	3203162	CG32271	925	-	NM_168001	CG32271	3202313	3203060	1
chr3L	3197862	3199047	CG32276	1185	-	NM_167999	CG32276	3198320	3198835	3
chr3L	3204599	3205449	CG32277	850	-	NM_168002	CG32277	3204663	3205449	1
chr3L	3169285	3171767	CG32278	2482	+	NM_167996	CG32278	3170944	3171337	3
chr3L	3165180	3169080	CG32280	3900	+	NM_001299998	CG32280	3167978	3168440	3
chr3L	3169374	3170913	CG32281	1539	+	NM_167995	CG32281	3169501	3170875	1
chr3L	3186663	3187245	CG32284	582	+	NM_167997	CG32284	3186670	3187104	3
chr3L	2525798	2526973	CG32295	1175	-	NM_167954	CG32295	2525850	2526927	1
chr3L	2389582	2390989	CG32298	1407	-	NM_167947	CG32298	2390273	2390935	4
chr3L	2389582	2390989	CG32299	1407	-	NM_001144402	CG32299	2389720	2390185	4
chr3L	2244477	2248614	CG32301	4137	+	NM_001274392	CG32301	2244529	2246993	12
chr3L	2268824	2269903	CG32302	1079	+	NM_167944	CG32302	2268839	2269781	1
chr3L	2248634	2252729	CG32305	4095	+	NM_167940	CG32305	2248634	2252729	12
chr3L	1544827	1545743	CG32313	916	-	NM_001274334	CG32313	1545398	1545694	4
chr3L	1246072	1246923	CG32318	851	-	NM_206230	CG32318	1246072	1246633	2
chr3L	1470849	1472060	CG32319	1211	-	NM_167877	CG32319	1471369	1472005	1
chr3L	1398585	1401612	CG32320	3027	+	NM_001104002	CG32320	1398603	1401343	9
chr3L	1275955	1295699	CG32333	19744	+	NM_001274317	CG32333	1283735	1294285	10
chr3L	1201870	1203036	CG32335	1166	-	NM_167858	CG32335	1201913	1202966	2
chr3L	321232	324720	CG32344	3488	-	NM_138184	CG32344	321928	324655	6
chr3L	8408956	8415305	CG32354	6349	-	NM_168275	CG32354	8409079	8414166	4
chr3L	7862141	7887914	CG32365	25773	+	NM_168240	CG32365	7862691	7887594	5
chr3L	7908536	7908946	CG32368	410	+	NM_168244	CG32368	7908592	7908859	1
chr3L	7770204	7802925	CG32369	32721	-	NM_001259731	CG32369	7771569	7797506	7
chr3L	7760368	7761452	CG32371	1084	-	NM_168231	CG32371	7760486	7761371	1
chr3L	7643647	7752223	CG32373	108576	+	NM_206297	CG32373	7750209	7752150	9
chr3L	7533368	7534268	CG32374	900	-	NM_168222	CG32374	7533368	7534268	1
chr3L	7534681	7535557	CG32376	876	-	NM_168223	CG32376	7534681	7535557	1
chr3L	7389454	7391308	CG32379	1854	+	NM_168213	CG32379	7389565	7391216	2
chr2L	3467341	3470004	CG3238	2663	-	NM_001298658	CG3238	3467850	3469894	2
chr3L	6976572	6977686	CG32388	1114	-	NM_168183	CG32388	6977299	6977602	3
chr3L	7061310	7062299	CG32391	989	-	NM_001169894	CG32391	7061341	7062299	5
chr3L	6749728	6756346	CG32392	6618	-	NM_168180	CG32392	6750031	6756228	4
chr3L	6659737	6660916	CG32395	1179	-	NM_168175	CG32395	6659737	6660916	2
chr3L	6523828	6525529	CG32396	1701	+	NM_168168	CG32396	6523962	6525403	2
chr3L	5915154	5916667	CG32407	1513	+	NM_168147	CG32407	5915745	5916607	3
chr3L	5892627	5894036	CG32409	1409	+	NM_168144	CG32409	5892698	5893926	4
chr3L	5895986	5897152	CG32413	1166	-	NM_001104051	CG32413	5895986	5897101	4
chr3L	20490422	20507207	CG32425	16785	+	NM_168861	CG32425	20503152	20506786	5
chr3L	20463122	20466823	CG32428	3701	-	NM_001170012	CG32428	20463994	20466074	3
chr3L	20837431	20878288	CG32432	40857	-	NM_141009	CG32432	20837618	20874733	20
chr3L	21337132	21348149	CG32436	11017	+	NM_168898	CG32436	21337207	21348031	5
chr3L	21350782	21352967	CG32437	2185	+	NM_168899	CG32437	21350963	21352916	1
chr3L	21353278	21354329	CG32440	1051	+	NM_168900	CG32440	21353463	21354139	2
chr3L	21567230	21568974	CG32441	1744	+	NM_168925	CG32441	21567354	21568841	4
chr3L	21521317	21522433	CG32442	1116	-	NM_001144523	CG32442	21521789	21522341	4
chr3L	21630046	21632160	CG32444	2114	+	NM_168930	CG32444	21630085	21632032	2
chr3L	21632458	21633810	CG32445	1352	+	NM_168931	CG32445	21632575	21633679	1
chr3L	21683711	21699465	CG32447	15754	-	NM_001275259	CG32447	21686702	21699253	2
chr3L	21820873	21821580	CG32448	707	-	NM_001202228	CG32448	21820945	21821269	3
chr3L	22322877	22323757	CG32450	880	+	NM_168953	CG32450	22322993	22323529	2
chr3L	22710827	22713043	CG32452	2216	+	NM_001300219	CG32452	22711077	22712802	2
chr3L	22690329	22691070	CG32453	741	+	NM_001300217	CG32453	22690346	22690709	1
chr3L	22722865	22724700	CG32454	1835	+	NM_168959	CG32454	22722908	22724513	1
chr3L	22980741	22981362	CG32457	621	+	NM_001170026	CG32457	22980768	22981260	2
chr3L	22847682	22849159	CG32459	1477	-	NM_168968	CG32459	22847926	22849095	3
chr2L	3460321	3461952	CG3246	1631	-	NM_134937	CG3246	3460393	3461851	3
chr3L	22947520	22948402	CG32461	882	-	NM_168981	CG32461	22947626	22948385	1
chr3L	22845369	22846612	CG32462	1243	-	NM_168966	CG32462	22845493	22846348	1
chr3R	9128369	9138507	CG32473	10138	+	NM_169503	CG32473	9128446	9138350	7
chr3L	688522	690081	CG32483	1559	-	NM_167839	CG32483	688584	690081	4
chr3L	3050322	3051765	CG32485	1443	+	NM_167972	CG32485	3050538	3051514	2
chr3L	3055907	3070839	CG32486	14932	-	NM_139508	CG32486	3056724	3070539	8
chr3L	3016149	3017256	CG32487	1107	-	NM_167970	CG32487	3016185	3017215	2
chr3L	3014760	3016069	CG32488	1309	-	NM_001299997	CG32488	3015060	3016048	2
chrX	17783579	17792636	CG32495	9057	+	NM_176754	CG32495	17784023	17792488	8
chrX	21492567	21494777	CG32500	2210	-	NM_167770	CG32500	21492718	21494696	3
chrX	20320357	20338092	CG32506	17735	+	NM_001298565	CG32506	20320971	20336615	9
chrX	20651176	20652247	CG32507	1071	-	NM_167715	CG32507	20651598	20652180	2
chr2L	4688964	4690702	CG3251	1738	-	NM_135007	CG3251	4689059	4690600	2
chrX	20933303	20938567	CG32512	5264	-	NM_001298580	CG32512	20933993	20938246	3
chrX	21076336	21152198	CG32521	75862	-	NM_167735	CG32521	21076709	21082783	5
chrX	21088904	21089862	CG32523	958	+	NM_167738	CG32523	21088930	21089786	2
chr2R	20001920	20003882	CG3253	1962	+	NM_001259559	CG3253	20002578	20003865	4
chrX	19425883	19441515	CG32532	15632	-	NM_001298513	CG32532	19427196	19438149	7
chrX	19368188	19373444	CG32533	5256	-	NM_167649	CG32533	19368214	19373290	7
chrX	19169036	19170931	CG32536	1895	-	NM_167644	CG32536	19169189	19170857	3
chrX	19167381	19170572	CG32537	3191	-	NM_167643	CG32537	19167817	19168861	3
chrX	18754316	18755997	CG32544	1681	+	NM_001272765	CG32544	18754346	18754958	3
chrX	18337059	18373520	CG32547	36461	-	NM_001272753	CG32547	18338270	18356560	7
chrX	18329751	18334614	CG32548	4863	-	NM_167617	CG32548	18329895	18334441	2
chrX	18284530	18304177	CG32549	19647	-	NM_206786	CG32549	18284827	18302637	10
chrX	18332900	18333293	CG32551	393	+	NM_167618	CG32551	18332928	18333243	1
chrX	18018607	18021060	CG32553	2453	-	NM_167609	CG32553	18019196	18020876	3
chrX	17745901	17746718	CG32554	817	-	NM_167580	CG32554	17745920	17746640	1
chrX	17746990	17750162	CG32557	3172	-	NM_133021	CG32557	17747061	17750040	4
chrX	17102468	17103096	CG32563	628	+	NM_167560	CG32563	17102468	17103042	2
chrX	17100439	17101887	CG32564	1448	+	NM_167559	CG32564	17100507	17101737	1
chrX	16634938	16636951	CG32568	2013	+	NM_001298422	CG32568	16635036	16636209	4
chr2R	20004314	20010786	CG3257	6472	+	NM_138043	CG3257	20007521	20009525	7
chrX	16615215	16620981	CG32572	5766	+	NM_167538	CG32572	16615533	16620763	4
chrX	16545408	16547308	CG32573	1900	+	NM_167529	CG32573	16545959	16547200	3
chrX	16179985	16182566	CG32576	2581	-	NM_001014746	CG32576	16180122	16182440	5
chrX	16217318	16219801	CG32579	2483	+	NM_001272678	CG32579	16217500	16219688	5
chrX	15690940	15693195	CG32581	2255	-	NM_001103518	CG32581	15691285	15692265	4
chrX	15099839	15100669	CG32588	830	-	NM_167432	CG32588	15099922	15100588	3
chr3R	10128149	10130180	CG3259	2031	+	NM_142096	CG3259	10128177	10130132	4
chrX	14732384	14733139	CG32590	755	-	NM_167414	CG32590	14732460	14733068	2
chrX	14821234	14822977	CG32591	1743	-	NM_001298327	CG32591	14821629	14822808	1
chrX	14137718	14140547	CG32599	2829	+	NM_167398	CG32599	14137861	14140411	4
chrX	14078593	14079840	CG32603	1247	+	NM_167394	CG32603	14078628	14079769	2
chr2L	22239915	22246988	CG3262	7073	+	NM_001273759	CG3262	22239931	22240863	2
chrX	13650196	13650859	CG32625	663	-	NM_167381	CG32625	13650290	13650793	2
chrX	13450504	13451899	CG32631	1395	+	NM_167372	CG32631	13450581	13451626	2
chrX	13455703	13457392	CG32633	1689	+	NM_132670	CG32633	13455743	13456849	2
chrX	13016908	13022827	CG32638	5919	-	NM_167348	CG32638	13017505	13022331	4
chrX	13129957	13130599	CG32639	642	-	NM_167355	CG32639	13130127	13130556	1
chr2R	18095968	18098270	CG3264	2302	-	NM_001299780	CG3264	18096506	18098228	3
chrX	13072037	13072556	CG32640	519	+	NM_167351	CG32640	13072134	13072533	2
chrX	13078510	13079029	CG32641	519	+	NM_167352	CG32640	13078607	13079006	2
chrX	12853252	12854823	CG32642	1571	+	NM_001298246	CG32642	12853314	12854594	3
chrX	12878556	12879104	CG32643	548	+	NM_167345	CG32643	12878643	12878949	1
chrX	13033231	13047495	CG32645	14264	+	NM_167349	CG32645	13033701	13046990	6
chrX	12665876	12678991	CG32647	13115	-	NM_001298240	CG32647	12670705	12677467	5
chrX	12792800	12795147	CG32649	2347	-	NM_132608	CG32649	12792935	12794988	2
chrX	12791535	12792702	CG32650	1167	-	NM_167341	CG32650	12791579	12792620	1
chrX	12298648	12302510	CG32651	3862	-	NM_167321	CG32651	12300581	12302438	3
chrX	12128594	12129910	CG32655	1316	-	NM_167320	CG32655	12128703	12129762	2
chrX	11050708	11053793	CG32668	3085	-	NM_167275	CG32668	11050792	11053793	7
chrX	10736729	10739114	CG32669	2385	-	NM_167256	CG32669	10737137	10738952	1
chr2R	2633885	2636459	CG3267	2574	+	NM_144467	CG3267	2633989	2636159	4
chrX	10605195	10638976	CG32676	33781	-	NM_001272497	CG32676	10608431	10638182	4
chrX	10260434	10261505	CG32679	1071	-	NM_167225	CG32679	10260542	10261494	3
chrX	10270683	10275385	CG32681	4702	-	NM_167228	CG32681	10270768	10275289	1
chrX	10304423	10348928	CG32683	44505	-	NM_167230	CG32683	10306826	10346464	8
chrX	10265749	10269349	CG32686	3600	-	NM_167227	CG32686	10265957	10268117	2
chrX	10376060	10381238	CG32687	5178	-	NM_001272483	CG32687	10376892	10380279	4
chrX	9883727	9900915	CG32694	17188	+	NM_001258667	CG32694	9887078	9899771	7
chrX	9766414	9768090	CG32695	1676	-	NM_001298136	CG32695	9767694	9767997	2
chrX	9677255	9743259	CG32698	66004	+	NM_001298132	CG32698	9706131	9742956	9
chr2R	2580934	2582692	CG3270	1758	+	NM_136384	CG3270	2580944	2582576	2
chrX	9396858	9444871	CG32700	48013	-	NM_167192	CG32700	9401111	9404665	4
chrX	8981161	8982106	CG32706	945	+	NM_167175	CG32706	8981276	8982042	2
chrX	8979964	8980897	CG32708	933	+	NM_167174	CG32708	8980017	8980815	2
chrX	8327119	8327842	CG32712	723	-	NM_167155	CG32712	8327152	8327827	3
chrX	8350869	8351665	CG32713	796	-	NM_001298091	CG32713	8351038	8351593	1
chrX	7672237	7673403	CG32718	1166	+	NM_001272386	CG32718	7672307	7673282	4
chrX	7402683	7442025	CG32719	39342	-	NM_167128	CG32719	7402923	7406876	8
chrX	7429657	7430992	CG32720	1335	-	NM_167129	CG32720	7429911	7430922	1
chrX	7319252	7319776	CG32726	524	-	NM_167127	CG32726	7319510	7319759	2
chrX	7301240	7301887	CG32727	647	+	NM_167126	CG32727	7301339	7301767	2
chrX	6852064	6862783	CG32732	10719	-	NM_167100	CG32732	6852481	6862625	3
chrX	6905389	6906170	CG32736	781	+	NM_167107	CG32736	6905635	6905936	3
chrX	6088769	6090472	CG32750	1703	-	NM_167060	CG32750	6088820	6090450	2
chrX	6090612	6092687	CG32751	2075	-	NM_001297998	CG32751	6090756	6092651	4
chrX	5844283	5845744	CG32755	1461	+	NM_167056	CG32755	5844408	5845470	3
chrX	5839714	5842386	CG32756	2672	+	NM_001297990	CG32756	5839793	5841448	5
chrX	5614959	5632064	CG32758	17105	-	NM_167045	CG32758	5615660	5631457	6
chrX	5394240	5395262	CG32762	1022	-	NM_001297965	CG32762	5394425	5395196	3
chrX	4965059	4977058	CG32767	11999	-	NM_001272321	CG32767	4971169	4975106	5
chr2L	3304099	3317418	CG3277	13319	+	NM_134918	CG3277	3313346	3317086	15
chrX	4803134	4809194	CG32772	6060	+	NM_001297941	CG32772	4803791	4808177	7
chrX	3834879	3838298	CG32783	3419	+	NM_166998	CG32783	3835092	3837940	3
chrX	3834879	3838298	CG32786	3419	+	NM_166997	CG32786	3835092	3837940	3
chrX	2823828	2826659	CG32793	2831	+	NM_166957	CG32793	2823950	2826575	2
chrX	2676938	2684600	CG32795	7662	-	NM_001258580	CG32795	2677344	2683333	9
chrX	2318957	2319888	CG32797	931	-	NM_166939	CG32797	2319129	2319738	1
chrX	1796114	1797210	CG32801	1096	-	NM_166913	CG32801	1796184	1796820	2
chrX	1794731	1795944	CG32803	1213	-	NM_001272222	CG32803	1794798	1795835	4
chrX	1683598	1684451	CG32806	853	+	NM_166904	CG32806	1683698	1684366	2
chrX	1362725	1363850	CG32808	1125	-	NM_166886	CG32808	1362762	1363679	2
chrX	1567142	1586801	CG32809	19659	-	NM_001272208	CG32809	1569913	1585345	17
chr3R	7786604	7788527	CG3281	1923	-	NM_141875	CG3281	7786764	7788434	2
chrX	1192016	1192420	CG32811	404	-	NM_166877	CG32811	1192130	1192364	1
chrX	1181322	1182978	CG32812	1656	+	NM_130543	CG32812	1182078	1182756	2
chrX	1274946	1286876	CG32813	11930	+	NM_166885	CG32813	1283661	1285598	4
chrX	913827	920733	CG32814	6906	-	NM_166869	CG32814	914562	915620	3
chrX	826498	833457	CG32815	6959	+	NM_001297834	CG32815	827571	832045	4
chrX	210608	364759	CG32816	154151	-	NM_001144667	CG32816	211053	211935	3
chrX	373098	374199	CG32817	1101	+	NM_001272166	CG32817	373676	374126	4
chrX	21482823	21486039	CG32819	3216	-	NM_167767	CG17450	21483216	21485977	5
chrX	21482823	21486266	CG32820	3443	-	NM_167764	CG32820	21483216	21485977	5
chr2L	6915580	6916445	CG32829	865	-	NM_164719	CG32829	6915682	6916387	1
chr2L	16878325	16879290	CG32832	965	-	NM_001299070	CG32832	16878600	16879216	3
chr2R	18871795	18872857	CG32833	1062	-	NM_166581	CG32833	18872030	18872837	1
chr2R	18870064	18871816	CG32834	1752	-	NM_001202067	CG32834	18870127	18871798	1
chr3L	271419	273391	CG32845	1972	-	NM_167822	CG32845	272209	273370	1
chr3L	2950173	2951618	CG32846	1445	-	NM_001202111	CG32846	2950334	2951523	3
chr3L	15114671	15115401	CG32847	730	+	NM_168609	CG32847	15114721	15115216	1
chr2L	3330927	3332876	CG3285	1949	+	NM_134922	CG3285	3330962	3332681	6
chr4	335548	352013	CG32850	16465	+	NM_001272124	CG32850	337042	340425	4
chr3R	11904701	11906714	CG32855	2013	-	NM_169704	CG32855	11904848	11906507	1
chr3R	11790399	11791073	CG32856	674	-	NM_001202300	CG32856	11790528	11790906	2
chrX	21492567	21494752	CG32857	2185	-	NM_167766	CG32857	21492718	21494696	3
chr3L	20829281	20830253	CG3288	972	+	NM_001300204	CG3288	20829310	20830055	2
chr2R	18091198	18093098	CG3292	1900	-	NM_137809	CG3292	18091236	18093055	4
chr3R	5511480	5512863	CG32939	1383	+	NM_176441	CG32939	5511570	5512439	3
chr2L	4794548	4796576	CG3294	2028	+	NM_175962	CG3294	4794671	4795954	5
chr3R	232948	245300	CG32944	12352	-	NM_001300228	CG32944	233158	241459	10
chr3R	403660	404366	CG32945	706	-	NM_176398	CG32945	403814	404315	1
chr2R	16903098	16904951	CG3295	1853	-	NM_137692	CG3295	16903406	16904705	1
chr2L	14274820	14278002	CG32971	3182	+	NM_001144352	CG32971	14277479	14277917	3
chr2L	9125736	9163721	CG32982	37985	+	NM_001201816	CG32982	9127022	9163449	10
chr2L	8865849	8866670	CG32983	821	+	NM_175995	CG32983	8865906	8866659	1
chr2L	8964981	8967035	CG32984	2054	+	NM_176000	CG32984	8965133	8967028	3
chr2L	8962532	8964620	CG32985	2088	+	NM_175999	CG32985	8962616	8964599	3
chr2L	8862775	8863743	CG32986	968	+	NM_175992	CG32986	8862806	8863679	1
chr2L	8863810	8864847	CG32987	1037	+	NM_175993	CG32987	8863854	8864628	1
chr2L	8864863	8865692	CG32988	829	+	NM_175994	CG32988	8864903	8865671	1
chr2L	4400952	4403142	CG33003	2190	+	NM_001144318	CG33003	4401119	4403091	3
chr3R	17099964	17101971	CG3301	2007	-	NM_169954	CG3301	17101122	17101933	4
chr2R	8254857	8258391	CG33012	3534	+	NM_176155	CG33012	8254914	8258338	11
chr2R	12159618	12165160	CG33017	5542	+	NM_001299554	CG33017	12159816	12164772	2
chr3R	11734119	11736089	CG3303	1970	+	NM_142251	CG3303	11734314	11735608	5
chr3L	17419385	17420230	CG33051	845	-	NM_176344	CG33051	17419407	17420169	3
chr3L	17420404	17421936	CG33052	1532	-	NM_176345	CG33052	17420687	17421845	3
chr3L	21190510	21195982	CG33054	5472	-	NM_176376	CG33054	21190581	21191165	3
chr3L	21191360	21196332	CG33056	4972	-	NM_176378	CG33056	21191558	21193394	5
chr3L	8395267	8398377	CG33057	3110	-	NM_001300051	CG33057	8397658	8398297	2
chr3L	9594622	9595648	CG3306	1026	+	NM_140078	CG3306	9594695	9595562	1
chr3L	16324139	16324867	CG33060	728	+	NM_176335	CG33060	16324501	16324867	2
chr3L	16322894	16324327	CG33061	1433	+	NM_001104150	CG33061	16322957	16323971	3
chr3L	19434818	19439544	CG33062	4726	-	NM_001202201	CG33062	19435202	19439218	4
chr3R	17096799	17099539	CG3308	2740	-	NM_142706	CG3308	17097676	17099252	4
chrX	5602591	5611811	CG33080	9220	-	NM_176685	CG33080	5602939	5611747	6
chrX	924790	927152	CG33082	2362	+	NM_001316642	CG33082	924875	925486	2
chrX	5220707	5223380	CG3309	2673	-	NM_001297956	CG3309	5221338	5223302	2
chr2L	14334157	14345795	CG33090	11638	+	NM_001298999	CG33090	14334310	14345340	7
chr3R	18356415	18357644	CG33093	1229	-	NM_176538	CG33093	18356462	18357605	4
chr3R	20923393	20927868	CG33095	4475	+	NM_176561	CG33095	20925851	20927468	6
chr3R	20923393	20927868	CG33096	4475	+	NM_001300588	CG33096	20923727	20925001	6
chr3R	8212909	8214516	CG33098	1607	+	NM_001275573	CG33098	8213317	8214191	5
chr3R	18354641	18356294	CG33099	1653	-	NM_176537	CG33099	18354773	18356174	5
chr3R	18409073	18410440	CG33107	1367	-	NM_176540	CG33107	18409190	18410366	6
chr3R	19821380	19823266	CG33108	1886	+	NM_176551	CG33108	19821457	19823216	4
chr3R	10046281	10047306	CG33109	1025	-	NM_176500	CG33109	10046410	10047301	1
chr3R	18395909	18406114	CG33110	10205	+	NM_176539	CG33110	18396224	18405438	6
chr3R	19627435	19644959	CG33111	17524	-	NM_001014646	CG33111	19627778	19633732	9
chr2L	19533478	19537363	CG33116	3885	+	NM_176060	CG33116	19533808	19536465	5
chr2L	18841399	18844579	CG33120	3180	-	NM_176059	CG33120	18841477	18844426	4
chr2L	3510327	3514656	CG33123	4329	-	NM_001298660	CG33123	3510588	3514532	6
chr2L	2206524	2209102	CG33124	2578	-	NM_001103586	CG33124	2206655	2208906	9
chr2L	2648359	2652414	CG33125	4055	-	NM_001273020	CG33125	2649955	2652291	3
chr2L	322100	323091	CG33127	991	+	NM_175942	CG33127	322130	322985	1
chr2L	1494069	1495456	CG33128	1387	+	NM_175947	CG33128	1494145	1495363	1
chr2L	10964904	10970203	CG33129	5299	-	NM_001298891	CG33129	10965604	10970122	8
chr3R	7840664	7842753	CG3313	2089	-	NM_001275566	CG3313	7840968	7842540	4
chr2R	14551953	14553297	CG33136	1344	-	NM_001299655	CG33136	14552531	14553183	3
chr2R	9062899	9063580	CG33137	681	+	NM_176163	CG33137	9062940	9063580	2
chr2R	3065894	3068235	CG33140	2341	+	NM_176099	CG33140	3066002	3068165	1
chr2R	18501832	18521589	CG33143	19757	+	NM_176247	CG33143	18508618	18520015	10
chr2R	6627558	6686214	CG33144	58656	-	NM_001201975	CG33144	6628433	6644955	9
chr2R	9841699	9843169	CG33155	1470	+	NM_001032247	CG30481	9842921	9843104	3
chr2R	9435748	9440745	CG33156	4997	-	NM_001103832	CG33156	9436111	9440666	4
chr3L	16412696	16489660	CG33158	76964	+	NM_176337	CG33158	16412893	16484798	6
chr3L	3203674	3204448	CG33159	774	-	NM_176277	CG33159	3203674	3204448	1
chr3L	3205538	3206363	CG33160	825	-	NM_176278	CG33160	3205586	3206363	1
chr3L	22856963	22857596	CG33169	633	+	NM_176390	CG33169	22857082	22857259	1
chr3L	22857699	22860635	CG33170	2936	+	NM_001144528	CG33170	22858010	22860563	4
chrX	15663696	15667018	CG33172	3322	+	NM_176738	CG33172	15663743	15666857	3
chrX	14975399	14976402	CG33177	1003	+	NM_176730	CG33177	14975581	14976226	2
chrX	14976859	14978050	CG33178	1191	+	NM_001298335	CG33178	14976909	14977773	3
chrX	8383380	8411062	CG33181	27682	+	NM_001103441	CG32714	8404117	8409959	10
chr3R	4605834	4606511	CG33189	677	-	NM_176422	CG33189	4605920	4606454	1
chr3R	4604100	4605645	CG33191	1545	-	NM_176421	CG33191	4604127	4605558	1
chr2R	4835185	4838591	CG33199	3406	-	NM_001259283	CG33199	4836257	4838261	3
chr3R	24696327	24713431	CG33203	17104	-	NM_001144647	CG33203	24697580	24712638	8
chr3R	23743903	23745182	CG33213	1279	-	NM_176572	CG33213	23743979	23745005	1
chr3L	23119124	23125309	CG33217	6185	+	NM_206425	CG33217	23119307	23125284	8
chrX	8359722	8377918	CG33223	18196	-	NM_206655	CG33223	8359790	8360345	2
chr2R	17477779	17479089	CG33225	1310	+	NM_001299753	CG33225	17477844	17479004	5
chr2R	17425754	17426798	CG33226	1044	-	NM_206195	CG33226	17425754	17426798	4
chr2R	20555933	20556853	CG33228	920	-	NM_206218	CG33228	20555995	20556754	3
chr3L	223851	225605	CG33229	1754	+	NM_001299958	CG33229	224253	224757	1
chrX	5197020	5199724	CG3323	2704	-	NM_131982	CG3323	5197251	5199577	2
chr3L	1618413	1620397	CG33230	1984	+	NM_206233	CG33230	1618917	1620258	2
chr3L	2659638	2661501	CG33233	1863	+	NM_206256	CG33233	2659708	2661429	5
chr3L	2661621	2663622	CG33234	2001	+	NM_001104013	CG33234	2661671	2663577	9
chrX	11380578	11385606	CG33235	5028	-	NM_206687	CG33235	11380801	11385556	1
chrX	16790247	16791220	CG33252	973	-	NM_206771	CG33252	16790448	16791127	3
chrX	19077453	19081311	CG33253	3858	+	NM_001272770	CG33253	19077577	19080947	4
chr3L	16339422	16340720	CG33257	1298	+	NM_206385	CG33257	16339422	16340720	2
chr3L	16075650	16076738	CG33258	1088	+	NM_001038938	CG33258	16075691	16076574	3
