Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	CStart	CStop	NumExons
chr1	247768887	247769817	OR2G3	930	+	NM_001001914	247768887	247769817	1
chr1	247835419	247836343	OR13G1	924	-	NM_001005487	247835419	247836343	1
chr1	247875130	247876057	OR6F1	927	-	NM_001005286	247875130	247876057	1
chr1	247920763	247921708	OR1C1	945	-	NM_012353	247920763	247921708	1
chr1	247978101	247979031	OR14A16	930	-	NM_001001966	247978101	247979031	1
chr1	248004229	248005198	OR11L1	969	-	NM_001001959	248004229	248005198	1
chr1	248020500	248043438	TRIM58	22938	+	NM_015431	248020548	248039791	6
chr1	248058888	248059833	OR2W3	945	+	NM_001001957	248058888	248059833	1
chr1	248084319	248085258	OR2T8	939	+	NM_001005522	248084319	248085258	1
chr1	248100330	248264224	OR2L13	163894	+	NM_175911	248262677	248263616	3
chr1	248112159	248113098	OR2L8	939	+	NM_001001963	248112159	248113098	1
chr1	248128633	248129641	OR2AK2	1008	+	NM_001004491	248128633	248129641	1
chr1	248153568	248154493	OR2L1P	925	+	NR_002145	248154493	248154493	1
chr1	248185249	248186188	OR2L5	939	+	NM_001258284	248185249	248186188	1
chr1	248201473	248202607	OR2L2	1134	+	NM_001004686	248201569	248202508	1
chr1	248223983	248224922	OR2L3	939	+	NM_001004687	248223983	248224922	1
chr1	248285437	248286082	OR2M1P	645	+	NR_002141	248286082	248286082	1
chr1	248308449	248309388	OR2M5	939	+	NM_001004690	248308449	248309388	1
chr1	248343287	248344331	OR2M2	1044	+	NM_001004688	248343287	248344331	1
chr1	248366369	248367308	OR2M3	939	+	NM_001004689	248366369	248367308	1
chr1	248402230	248403166	OR2M4	936	+	NM_017504	248402230	248403166	1
chr1	248436153	248437116	OR2T33	963	-	NM_001004695	248436153	248437116	1
chr1	248457917	248458880	OR2T12	963	-	NM_001004692	248457917	248458880	1
chr1	248486931	248487870	OR2M7	939	-	NM_001004691	248486931	248487870	1
chr1	248512076	248513015	OR14C36	939	+	NM_001001918	248512076	248513015	1
chr1	248524882	248525929	OR2T4	1047	+	NM_001004696	248524882	248525929	1
chr1	248550909	248551836	OR2T6	927	+	NM_001005471	248550909	248551836	1
chr1	248569295	248570405	OR2T1	1110	+	NM_030904	248569295	248570405	1
chr1	248616098	248617073	OR2T2	975	+	NM_001004136	248616098	248617073	1
chr1	248636651	248637608	OR2T3	957	+	NM_001005495	248636651	248637608	1
chr1	248651889	248652837	OR2T5	948	+	NM_001004697	248651889	248652837	1
chr1	248684947	248685898	OR2G6	951	+	NM_001013355	248684947	248685898	1
chr1	248721844	248722792	OR2T29	948	-	NM_001004694	248721844	248722792	1
chr1	248737101	248738058	OR2T34	957	-	NM_001001821	248737101	248738058	1
chr1	248756130	248757069	OR2T10	939	-	NM_001004693	248756130	248757069	1
chr1	248789478	248790429	OR2T11	951	-	NM_001001964	248789478	248790429	1
chr1	248801587	248802559	OR2T35	972	-	NM_001001827	248801587	248802559	1
chr1	248813231	248814185	OR2T27	954	-	NM_001001824	248813231	248814185	1
chr1	248844669	248845605	OR14I1	936	-	NM_001004734	248844669	248845605	1
chr1	248860362	248862411	LOC101928226	2049	+	NR_125950	248862411	248862411	2
chr1	248902716	248903151	LYPD8	435	-	NM_001085474	248902911	248903151	1
chr1	249104650	249120154	SH3BP5L	15504	-	NM_030645	249106098	249119134	7
chr1	249120575	249120642	MIR3124	67	+	NR_036070	249120642	249120642	1
chr1	249132376	249143716	ZNF672	11340	+	NM_024836	249141473	249142832	4
chr1	249144202	249153315	ZNF692	9113	-	NM_017865	249144408	249152508	12
chr1	249200441	249213345	PGBD2	12904	+	NM_001017434	249211536	249212562	3
chr1_gl000192_random	132568	407510	HYDIN2	274942	-	NR_103556	407510	407510	46
chr1_gl000192_random	429709	468683	CH17-408M7.1	38974	-	NR_120328	468683	468683	5
chr2	38813	46588	FAM110C	7775	-	NM_001077710	41607	46385	2
chr2	218135	264866	SH3YL1	46731	-	NM_001282682	218810	242800	11
chr2	264868	278282	ACP1	13414	+	NR_024080	278282	278282	7
chr2	279560	288308	FAM150B	8748	-	NM_001002919	280146	287835	6
chr2	667972	677439	TMEM18	9467	-	NM_152834	669579	677345	5
chr2	779836	864112	LINC01115	84276	-	NR_033880	864112	864112	4
chr2	895901	901137	LOC101060385	5236	-	NR_110179	901137	901137	4
chr2	946553	1371384	SNTG2	424831	+	NM_018968	946682	1371246	17
chr2	1417232	1546499	TPO	129267	+	NM_001206744	1418180	1546246	17
chr2	1635658	1748319	PXDN	112661	-	NM_012293	1637975	1748227	23
chr2	1792884	2335085	MYT1L	542201	-	NM_001303052	1795638	1983549	25
chr2	2323003	2330880	MYT1L-AS1	7877	+	NR_024468	2330880	2330880	2
chr2	2898819	3129798	LINC01250	230979	-	NR_110228	3129798	3129798	7
chr2	3192740	3381653	TSSC1	188913	-	NM_003310	3193104	3381460	9
chr2	3383445	3483342	TRAPPC12	99897	+	NM_016030	3391394	3483232	12
chr2	3501689	3523350	ADI1	21661	-	NM_018269	3502733	3523258	4
chr2	3592481	3605961	RNASEH1	13480	-	NM_001286837	3593374	3599791	8
chr2	3605975	3609340	RNASEH1-AS1	3365	+	NR_038429	3609340	3609340	3
chr2	3622852	3628509	RPS7	5657	+	NM_001011	3623199	3628472	7
chr2	3642421	3692234	COLEC11	49813	+	NR_045659	3692234	3692234	8
chr2	3705785	3750260	ALLC	44475	+	NM_018436	3718747	3750153	12
chr2	3751181	3895000	DCDC2C	143819	+	NM_001287444	3751341	3894773	11
chr2	4005244	4021622	LINC01304	16378	-	NR_037881	4021622	4021622	3
chr2	4675807	4703812	LINC01249	28005	-	NR_034134	4703812	4703812	5
chr2	5774272	5831250	LINC01248	56978	-	NR_110580	5831250	5831250	5
chr2	5832798	5841517	SOX11	8719	+	NM_003108	5832853	5834179	1
chr2	6072818	6120350	LINC01105	47532	+	NR_026832	6120350	6120350	2
chr2	6114793	6114864	MIR7158	71	+	NR_106980	6114864	6114864	1
chr2	6122109	6128364	LOC400940	6255	+	NR_026833	6128364	6128364	3
chr2	6506141	6515554	LINC01247	9413	-	NR_110251	6515554	6515554	3
chr2	6766240	6774838	LINC01246	8598	-	NR_110498	6774838	6774838	3
chr2	6789238	6790651	MIR7515HG	1413	-	NR_110497	6790651	6790651	2
chr2	6790504	6790571	MIR7515	67	+	NR_106986	6790571	6790571	1
chr2	6869299	6910442	LINC00487	41143	-	NR_038369	6910442	6910442	6
chr2	6968684	6980595	NRIR	11911	-	NR_126359	6980595	6980595	4
chr2	6980683	7005950	CMPK2	25267	-	NM_001256478	6980700	7005827	4
chr2	7017795	7038363	RSAD2	20568	+	NM_080657	7017931	7036073	6
chr2	7052406	7058813	RNF144A-AS1	6407	-	NR_033997	7058813	7058813	5
chr2	7057522	7184309	RNF144A	126787	+	NM_014746	7137057	7179891	9
chr2	7202857	7218011	LOC101929452	15154	-	NR_110252	7218011	7218011	3
chr2	7561391	7590381	LOC100506274	28990	+	NR_038432	7590381	7590381	6
chr2	8026897	8039786	LOC101929551	12889	-	NR_110256	8039786	8039786	6
chr2	8062555	8116945	LINC00298	54390	-	NR_015405	8116945	8116945	3
chr2	8147900	8468549	LINC00299	320649	-	NR_034135	8468549	8468549	9
chr2	8699962	8723922	LOC101929567	23960	-	NR_110257	8723922	8723922	6
chr2	8811113	8821993	ID2-AS1	10880	-	NR_110154	8821993	8821993	4
chr2	8822112	8824583	ID2	2471	+	NM_002166	8822295	8823029	3
chr2	8868986	8977755	KIDINS220	108769	-	NM_020738	8870849	8967223	30
chr2	8996700	9143876	MBOAT2	147176	-	NM_138799	8998808	9143743	13
chr2	9346893	9545812	ASAP2	198919	+	NM_003887	9347233	9543456	28
chr2	9545814	9563643	ITGB1BP1	17829	-	NM_004763	9546962	9558826	7
chr2	9563665	9613239	CPSF3	49574	+	NM_016207	9563902	9613146	18
chr2	9614669	9628591	IAH1	13922	+	NM_001039613	9614695	9628458	6
chr2	9629410	9695917	ADAM17	66507	-	NM_003183	9630305	9695734	19
chr2	9724095	9771184	YWHAQ	47089	-	NM_006826	9725414	9770581	6
chr2	9983570	10074545	TAF1B	90975	+	NM_005680	9983670	10074113	15
chr2	10091791	10142412	GRHL1	50621	+	NM_198182	10091962	10140835	16
chr2	10183681	10194963	KLF11	11282	+	NM_003597	10183843	10192634	4
chr2	10196925	10220538	CYS1	23613	-	NM_001037160	10198979	10220350	3
chr2	10262694	10271546	RRM2	8852	+	NM_001165931	10262745	10269513	10
chr2	10281508	10351856	C2orf48	70348	+	NM_182626	10282009	10350723	4
chr2	10332739	10332797	MIR4261	58	-	NR_036222	10332797	10332797	1
chr2	10443029	10567743	HPCAL1	124714	+	NM_002149	10559883	10566947	5
chr2	10580496	10588680	ODC1	8184	-	NM_002539	10580849	10585158	12
chr2	10586839	10586975	SNORA80B	136	-	NR_028374	10586975	10586975	1
chr2	10589853	10595678	LOC101929715	5825	+	NR_110597	10595678	10595678	5
chr2	10710891	10830113	NOL10	119222	-	NM_024894	10712196	10829987	21
chr2	10861774	10925236	ATP6V1C2	63462	+	NM_001039362	10862975	10923389	14
chr2	10923516	10978103	PDIA6	54587	-	NM_001282705	10924383	10977731	14
chr2	11018392	11025244	LOC101929733	6852	+	NR_110575	11025244	11025244	2
chr2	11052062	11054351	KCNF1	2289	+	NM_002236	11052552	11054037	1
chr2	11239976	11272302	FLJ33534	32326	-	NR_040080	11272302	11272302	9
chr2	11273178	11286916	C2orf50	13738	+	NM_182500	11273460	11284237	4
chr2	11295497	11318998	PQLC3	23501	+	NR_104231	11318998	11318998	8
chr2	11321777	11484711	ROCK2	162934	-	NM_004850	11323562	11484262	33
chr2	11534106	11543203	LINC00570	9097	+	NR_047499	11543203	11543203	3
chr2	11584500	11606303	E2F6	21803	-	NM_001278277	11586602	11593862	9
chr2	11674241	11782912	GREB1	108671	+	NM_014668	11696740	11780580	33
chr2	11680730	11680803	MIR4429	73	-	NR_039627	11680803	11680803	1
chr2	11798303	11810329	NTSR2	12026	-	NM_012344	11798604	11810255	4
chr2	11817704	11967533	LPIN1	149829	+	NM_001261428	11817773	11964917	22
chr2	11907569	11907651	MIR548S	82	+	NR_036071	11907651	11907651	1
chr2	11977058	11977112	MIR4262	54	-	NR_036226	11977112	11977112	1
chr2	12147241	12718474	MIR3681HG	571233	+	NR_110196	12718474	12718474	6
chr2	12339255	12339327	MIR3681	72	+	NR_037452	12339327	12339327	1
chr2	12856997	12882858	TRIB2	25861	+	NM_021643	12858433	12880920	3
chr2	12877492	12877570	MIR3125	78	+	NR_036072	12877570	12877570	1
chr2	13106907	13147138	LOC100506474	40231	-	NR_038434	13147138	13147138	6
chr2	14368997	14541082	LINC00276	172085	-	NR_103814	14541082	14541082	4
chr2	14772809	14780168	FAM84A	7359	+	NM_145175	14774103	14774982	2
chr2	14775214	14790943	LOC653602	15729	+	NM_001291410	14775326	14789447	2
chr2	15307031	15701472	NBAS	394441	-	NM_015909	15307171	15701428	52
chr2	15731744	15771235	DDX1	39491	+	NM_004939	15732057	15771030	26
chr2	15830905	15859085	LOC101926966	28180	+	NR_110201	15859085	15859085	6
chr2	16060520	16076140	MYCNUT	15620	+	NR_125783	16076140	16076140	3
chr2	16076386	16081845	MYCNOS	5459	-	NR_110230	16081845	16081845	4
chr2	16080559	16087129	MYCN	6570	+	NM_001293233	16080708	16082251	3
chr2	16190548	16225811	GACAT3	35263	+	NR_126559	16225811	16225811	4
chr2	16730729	16847134	FAM49A	116405	-	NM_030797	16734203	16769387	12
chr2	17691985	17699706	RAD51AP2	7721	-	NM_001099218	17692070	17699682	3
chr2	17721806	17837706	VSNL1	115900	+	NM_003385	17773341	17836661	4
chr2	17845078	17935096	SMC6	90018	-	NM_001142286	17846765	17927213	28
chr2	17935176	17966632	GEN1	31456	+	NM_182625	17941210	17963206	14
chr2	17997785	17998367	MSGN1	582	+	NM_001105569	17997785	17998367	1
chr2	18059113	18114225	KCNS3	55112	+	NM_001282428	18112275	18113751	3
chr2	18735988	18741959	RDH14	5971	-	NM_020905	18736456	18741838	2
chr2	18735988	18770846	NT5C1B-RDH14	34858	-	NM_001199104	18737049	18770734	11
chr2	18744136	18770846	NT5C1B	26710	-	NM_001199086	18745061	18770734	10
chr2	19548189	19548266	MIR4757	77	+	NR_039914	19548266	19548266	1
chr2	19551245	19558372	OSR1	7127	-	NM_145260	19552035	19553566	3
chr2	20068614	20084808	LINC00954	16194	+	NR_033875	20084808	20084808	10
chr2	20096391	20101747	TTC32	5356	-	NM_001008237	20096747	20101615	3
chr2	20110028	20189884	WDR35	79856	-	NM_001006657	20113318	20189776	28
chr2	20189964	20204567	LOC101928222	14603	+	NR_110235	20204567	20204567	3
chr2	20191812	20212455	MATN3	20643	-	NM_002381	20192871	20212392	8
chr2	20232410	20251789	LAPTM4A	19379	-	NM_014713	20232965	20251281	7
chr2	20400557	20425194	SDC1	24637	-	NM_001006946	20402526	20424628	6
chr2	20448452	20550611	PUM2	102159	-	NM_015317	20451345	20527121	21
chr2	20646831	20649204	RHOB	2373	+	NM_004040	20647226	20647817	1
chr2	20790534	20792308	HS1BP3-IT1	1774	-	NR_046836	20792308	20792308	2
chr2	20817563	20850864	HS1BP3	33301	-	NM_022460	20818746	20850823	7
chr2	20866423	20871250	GDF7	4827	+	NM_182828	20866999	20871185	2
chr2	20883773	21022890	LDAH	139117	-	NM_021925	20886662	21001223	7
chr2	21224300	21266945	APOB	42645	-	NM_000384	21224601	21266817	29
chr2	21346857	21367238	TDRD15	20381	+	NM_001306137	21360339	21366144	4
chr2	21910305	21933524	LOC645949	23219	-	NR_038837	21933524	21933524	3
chr2	22759350	22761159	LOC102723362	1809	+	NR_110577	22761159	22761159	3
chr2	23608297	23931483	KLHL29	323186	+	NM_052920	23785066	23929534	14
chr2	23971533	24149984	ATAD2B	178451	-	NR_125717	24149984	24149984	29
chr2	24163375	24223693	UBXN2A	60318	+	NM_181713	24181184	24222737	7
chr2	24232952	24247145	MFSD2B	14193	+	NM_001080473	24232966	24247145	13
chr2	24252205	24270296	C2orf44	18091	-	NM_025203	24253802	24262364	4
chr2	24272583	24286550	FKBP1B	13967	+	NM_004116	24272719	24286062	4
chr2	24290453	24299314	SF3B6	8861	-	NM_016047	24290631	24299099	4
chr2	24299743	24392507	FAM228B	92764	+	NM_001291328	24362290	24390538	11
chr2	24300302	24308085	TP53I3	7783	-	NM_147184	24300448	24307196	6
chr2	24337678	24346347	PFN4	8669	-	NM_199346	24338452	24345405	5
chr2	24397911	24414567	FAM228A	16656	+	NM_001040710	24398349	24413500	6
chr2	24425734	24583397	ITSN2	157663	-	NM_006277	24426494	24550951	40
chr2	24807345	24993570	NCOA1	186225	+	NM_147223	24881546	24990992	22
chr2	25013135	25016251	PTRHD1	3116	-	NM_001013663	25013279	25016246	2
chr2	25016174	25045245	CENPO	29071	+	NM_001199803	25016342	25040675	7
chr2	25042038	25142055	ADCY3	100017	-	NM_004036	25042800	25141856	21
chr2	25166504	25194963	DNAJC27	28459	-	NM_016544	25170484	25194773	7
chr2	25194980	25262563	DNAJC27-AS1	67583	+	NR_034113	25262563	25262563	3
chr2	25264972	25382004	EFR3B	117032	+	NM_014971	25265181	25377209	23
chr2	25383721	25391559	POMC	7838	-	NM_001035256	25383949	25387641	4
chr2	25427181	25432071	LINC01381	4890	+	NR_132378	25432071	25432071	2
chr2	25455829	25565459	DNMT3A	109630	-	NM_175629	25457147	25536853	23
chr2	25551508	25551590	MIR1301	82	-	NR_031570	25551590	25551590	1
chr2	25600111	25896516	DTNB	296405	-	NM_021907	25602187	25875529	21
chr2	25962252	26101312	ASXL2	139060	-	NM_018263	25964897	26101091	12
chr2	26149454	26205443	KIF3C	55989	-	NM_002254	26151846	26204786	8
chr2	26256728	26360323	RAB10	103595	+	NM_016131	26257477	26357890	6
chr2	26395959	26412532	GAREM2	16573	+	NM_001168241	26396089	26411126	6
chr2	26413503	26467594	HADHA	54091	-	NM_000182	26414118	26467464	20
chr2	26467615	26513333	HADHB	45718	+	NM_001281513	26483888	26512821	17
chr2	26531040	26569685	ADGRF3	38645	-	NM_153835	26531953	26569102	12
chr2	26568953	26618759	EPT1	49806	+	NM_033505	26569100	26611971	10
chr2	26624779	26679579	DRC1	54800	+	NM_145038	26624857	26679385	17
chr2	26680070	26781566	OTOF	101496	-	NM_194248	26682892	26781439	47
chr2	26785480	26802395	C2orf70	16915	+	NM_001105519	26785480	26802306	4
chr2	26804072	26864211	CIB4	60139	-	NM_001029881	26804230	26864182	7
chr2	26915580	26954066	KCNK3	38486	+	NM_002246	26915743	26951436	2
chr2	26987141	27004099	SLC35F6	16958	+	NM_017877	26987217	27001379	6
chr2	27008881	27017455	CENPA	8574	+	NM_001809	27009064	27016147	5
chr2	27070968	27173219	DPYSL5	102251	+	NM_020134	27121367	27169863	13
chr2	27193238	27250087	MAPRE3	56849	+	NM_012326	27245086	27249216	7
chr2	27255773	27264565	TMEM214	8792	+	NM_017727	27255883	27263705	17
chr2	27272550	27273132	AGBL5-AS1	582	-	NR_046730	27273132	27273132	2
chr2	27274490	27293490	AGBL5	19000	+	NR_104246	27293490	27293490	16
chr2	27293341	27294567	OST4	1226	-	NM_001134693	27294216	27294330	3
chr2	27301434	27309265	EMILIN1	7831	+	NM_007046	27301933	27308883	8
chr2	27309610	27323619	KHK	14009	+	NM_000221	27310127	27322618	8
chr2	27322220	27341995	CGREF1	19775	-	NM_001166240	27322651	27327234	6
chr2	27346656	27353680	ABHD1	7024	+	NM_032604	27346816	27353612	9
chr2	27353624	27357542	PREB	3918	-	NM_013388	27354281	27357289	9
chr2	27359714	27362332	PRR30	2618	-	NM_178553	27359958	27361197	3
chr2	27371944	27375819	TCF23	3875	+	NM_175769	27372001	27375735	3
chr2	27422454	27435175	SLC5A6	12721	-	NM_021095	27423303	27430518	17
chr2	27434898	27440046	ATRAID	5148	+	NM_080592	27435071	27439816	7
chr2	27440257	27466660	CAD	26403	+	NM_004341	27440419	27466386	44
chr2	27477439	27485960	SLC30A3	8521	-	NM_003459	27478179	27485774	8
chr2	27498288	27504298	DNAJC5G	6010	+	NM_173650	27499596	27503083	7
chr2	27505296	27530307	TRIM54	25011	+	NM_032546	27505599	27529409	10
chr2	27530264	27531130	UCN	866	-	NM_003353	27530388	27530763	2
chr2	27532359	27545969	MPV17	13610	-	NM_002437	27532779	27545384	8
chr2	27548715	27579901	GTF3C2	31186	-	NM_001521	27549541	27566421	20
chr2	27558408	27560670	GTF3C2-AS1	2262	+	NR_038427	27560670	27560670	4
chr2	27587218	27593324	EIF2B4	6106	-	NM_015636	27587266	27593181	13
chr2	27593362	27600400	SNX17	7038	+	NR_049783	27600400	27600400	16
chr2	27600097	27603611	ZNF513	3514	-	NM_144631	27600411	27603393	4
chr2	27604065	27632550	PPM1G	28485	-	NM_177983	27604465	27632289	10
chr2	27615489	27616443	FTH1P3	954	-	NR_002201	27616443	27616443	1
chr2	27651472	27665124	NRBP1	13652	+	NM_013392	27656140	27664679	18
chr2	27665232	27669348	KRTCAP3	4116	+	NM_001168364	27665279	27666923	7
chr2	27667239	27712678	IFT172	45439	-	NM_015662	27667298	27712520	48
chr2	27714749	27718126	FNDC4	3377	-	NM_022823	27715309	27717546	7
chr2	27719705	27746550	GCKR	26845	+	NM_001486	27719771	27746306	19
chr2	27799388	27805589	C2orf16	6201	+	NM_032266	27799439	27805394	1
chr2	27805835	27846082	ZNF512	40247	+	NM_001271318	27821075	27844328	15
chr2	27848505	27851898	CCDC121	3393	-	NM_024584	27849829	27850666	2
chr2	27851514	27873713	GPN1	22199	+	NM_001145047	27851574	27873067	15
chr2	27873675	27886707	SUPT7L	13032	-	NM_014860	27876351	27885059	6
chr2	27886337	27917847	SLC4A1AP	31510	+	NM_018158	27886619	27917550	14
chr2	27994583	28002608	MRPL33	8025	+	NM_004891	27994644	28002349	4
chr2	28004230	28113263	RBKS	109033	-	NM_001287580	28004481	28081326	9
chr2	28112322	28113981	BRE-AS1	1659	-	NR_028308	28113981	28113981	1
chr2	28113481	28561767	BRE	448286	+	NM_199193	28117423	28532991	14
chr2	28219233	28219316	MIR4263	83	+	NR_036230	28219316	28219316	1
chr2	28371423	28429828	LOC100505736	58405	-	NR_120504	28429828	28429828	3
chr2	28530557	28533326	LOC100505716	2769	-	NR_038319	28533326	28533326	3
chr2	28607275	28617539	FLJ31356	10264	-	NR_103831	28617539	28617539	2
chr2	28615778	28637516	FOSL2	21738	+	NM_005253	28616587	28635315	4
chr2	28718937	28866653	PLB1	147716	+	NM_153021	28718981	28865927	58
chr2	28974613	29025806	PPP1CB	51193	+	NM_206876	28974990	29022169	9
chr2	29033699	29073475	SPDYA	39776	+	NM_182756	29038880	29072807	8
chr2	29072687	29093175	TRMT61B	20488	-	NM_017910	29073064	29093143	7
chr2	29117508	29171086	WDR43	53578	+	NM_015131	29117564	29169645	18
chr2	29136527	29136616	SNORD92	89	+	NR_003074	29136616	29136616	1
chr2	29149932	29150008	SNORD53	76	+	NR_002741	29150008	29150008	1
chr2	29204163	29275096	FAM179A	70933	+	NM_199280	29217700	29274959	20
chr2	29284555	29297127	C2orf71	12572	-	NM_001029883	29287734	29297127	2
chr2	29320541	29397581	CLIP4	77040	+	NM_001287528	29344254	29397315	15
chr2	29415639	30144477	ALK	728838	-	NM_004304	29416089	30143525	29
chr2	30369749	30383399	YPEL5	13650	+	NM_001127401	30379517	30381709	5
chr2	30454396	30482899	LBH	28503	+	NM_030915	30454604	30480487	3
chr2	30569511	30573024	LOC285043	3513	+	NR_122048	30573024	30573024	2
chr2	30670091	30867091	LCLAT1	197000	+	NM_001304445	30748456	30863485	8
chr2	30945637	31030311	CAPN13	84674	-	NM_144575	30953625	31010191	23
