uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YDL123W	chrIV	+	241417	241840	241417	241840	1	241417,	241840,	Q07549	Protein of unknown function, localized to the vacuolar outer membrane  predicted to be palmitoylated	SNA4	423	423
YDL122W	chrIV	+	242551	244981	242551	244981	1	242551,	244981,	P25037	Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins  cleaves at the C terminus of ubiquitin fusions irrespective of their size  capable of cleaving polyubiquitin chains	UBP1	2430	2430
YDL121C	chrIV	-	245132	245582	245132	245582	1	245132,	245582,	Q07541	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic retiuculum  YDL121C is not an essential protein	YDL121C	450	450
YDL120W	chrIV	+	245922	246447	245922	246447	1	245922,	246447,	Q07540	Mitochondrial matrix iron chaperone  oxidizes and stores iron  interacts with Isu1p to promote Fe-S cluster assembly  mutation results in multiple Fe/S-dependent enzyme deficiencies  human frataxin homolog is mutated in Friedrich's ataxia	YFH1	525	525
YDL119C	chrIV	-	246688	247612	246688	247612	1	246688,	247612,	Q07534	Putative mitochondrial transport protein  GFP-fusion protein is induced in response to the DNA-damaging agent MMS  the authentic, non-tagged protein is detected in purified mitochondria	YDL119C	924	924
YDL118W	chrIV	+	247301	247682	247301	247682	1	247301,	247682,	Q07535	Non-essential protein of unconfirmed function  mutants are defective in telomere maintenance, and are synthetically sick or lethal with alpha-synuclein	YDL118W	381	381
YDL117W	chrIV	+	248580	251238	248580	251238	1	248580,	251238,	Q07533	SH3-domain protein located in the mother-bud neck and the cytokinetic actin ring  mutant phenotype and genetic interactions suggest a role in cytokinesis	CYK3	2658	2658
YDL116W	chrIV	+	251565	253746	251565	253746	1	251565,	253746,	P52891	Subunit of the nuclear pore complex (NPC), forms a subcomplex with Nup85p, Nup120p, Nup145p-C, Sec13p, and Seh1p that plays a role in nuclear mRNA export and NPC biogenesis	NUP84	2181	2181
YDL115C	chrIV	-	253994	255126	253994	255126	2	253994,255044,	254974,255126,	Q07532	Protein of unknown function, deletion causes hypersensitivity to the K1 killer toxin	IWR1	1132	1132
YDL114W-A	chrIV	+	254934	255048	254934	255048	1	254934,	255048,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  identified based on homology to hemiascomycetous yeasts	YDL114W-A	114	114
YDL114W	chrIV	+	255603	256530	255603	256530	1	255603,	256530,	Q07530	Putative protein of unknown function with similarity to acyl-carrier-protein reductases  YDL114W is not an essential gene	YDL114W	927	927
YDL113C	chrIV	-	256632	258555	256632	258555	1	256632,	258555,	Q07528	Sorting nexin family member required for the cytoplasm-to-vacuole targeting (Cvt) pathway and for endosomal sorting  has a Phox homology domain that binds phosphatidylinositol-3-phosphate  interacts with Snx4p  potential Cdc28p substrate	ATG20	1923	1923
YDL111C	chrIV	-	263312	264110	263312	264110	1	263312,	264110,	Q12277	Exosome non-catalytic core component  involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm  has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7)	RRP42	798	798
YDL110C	chrIV	-	264511	264964	264511	264964	1	264511,	264964,	Q12513	Protein of unknown function that associates with ribosomes  heterozygous deletion demonstrated increases in chromosome instability in a rad9 deletion background  protein abundance is decreased upon intracellular iron depletion	YDL110C	453	453
YDL109C	chrIV	-	265257	267201	265257	267201	1	265257,	267201,	Q12103	Putative lipase  involved in lipid metabolism  YDL109C is not an essential gene	YDL109C	1944	1944
YDL108W	chrIV	+	267697	268699	267697	268699	2	267697,267806,	267725,268699,	P06242	Serine/threonine protein kinase, subunit of the transcription factor TFIIH  involved in transcription initiation at RNA polymerase II promoters	YDL108W	1002	1002
YDL107W	chrIV	+	268920	269976	268920	269976	1	268920,	269976,	P40990	Peripherally bound inner membrane protein of the mitochondrial matrix involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p	MSS2	1056	1056
YDL106C	chrIV	-	270221	271901	270221	271901	1	270221,	271901,	P07269	Homeobox transcription factor  regulatory targets include genes involved in phosphate metabolism  binds cooperatively with Pho4p to the PHO5 promoter  phosphorylation of Pho2p facilitates interaction with Pho4p	PHO2	1680	1680
YDL105W	chrIV	+	272388	273597	272388	273597	1	272388,	273597,	P43124	Nuclear protein that plays a role in the function of the Smc5p-Rhc18p complex	QRI2	1209	1209
YDL104C	chrIV	-	273652	274876	273652	274876	1	273652,	274876,	P43122	Putative metalloprotease, similar to O-sialoglycoprotein metallopeptidase from P. haemolytica  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	QRI7	1224	1224
YDL103C	chrIV	-	275147	276581	275147	276581	1	275147,	276581,	P43123	UDP-N-acetylglucosamine pyrophosphorylase, catalyzes the formation of UDP-N-acetylglucosamine (UDP-GlcNAc), which is important in cell wall biosynthesis, protein N-glycosylation, and GPI anchor biosynthesis	QRI1	1434	1434
YDL102W	chrIV	+	276871	280165	276871	280165	1	276871,	280165,	P15436	Catalytic subunit of DNA polymerase delta  required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER)	CDC2	3294	3294
YDL101C	chrIV	-	280306	281848	280306	281848	1	280306,	281848,	P39009	Cell-cycle checkpoint serine-threonine kinase required for DNA damage-induced transcription of certain target genes, phosphorylation of Rad55p and Sml1p, and transient G2/M arrest after DNA damage  also regulates postreplicative DNA repair	DUN1	1542	1542
YDL100C	chrIV	-	282111	283176	282111	283176	1	282111,	283176,	Q12154	Guanine nucleotide exchange factor for Gpa1p  amplifies G protein signaling  subunit of the GET complex, which is involved in Golgi to ER trafficking and insertion of proteins into the ER membrane  has low-level ATPase activity	ARR4	1065	1065
YDL099W	chrIV	+	283418	284444	283418	284444	1	283418,	284444,	Q12191	Cis-golgi localized protein involved in ER to Golgi transport  forms a complex with the mammalian GRASP65 homolog, Grh1p  mutants are compromised for the fusion of ER-derived vesicles with Golgi membranes	YDL099W	1026	1026
YDL098C	chrIV	-	284580	285165	284580	285165	1	284580,	285165,	Q12368	Component of U4/U6.U5 snRNP involved in mRNA splicing via spliceosome	SNU23	585	585
YDL097C	chrIV	-	285390	286695	285390	286695	1	285390,	286695,	Q12377	Essential, non-ATPase regulatory subunit of the 26S proteasome lid required for the assembly and activity of the 26S proteasome  the human homolog (S9 protein) partially rescues Rpn6p depletion	RPN6	1305	1305
YDL096C	chrIV	-	286997	287324	286997	287324	1	286997,	287324,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene PMT1/YDL095W  YDL096C is not essential	YDL096C	327	327
YDL095W	chrIV	+	287058	289512	287058	289512	1	287058,	289512,	P33775	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues  acts in a complex with Pmt2p, can instead interact with Pmt3p in some conditions  target for new antifungals	PMT1	2454	2454
YDL094C	chrIV	-	289571	290081	289571	290081	1	289571,	290081,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verfied gene PMT5/YDL093W  YDL094C is not essential	YDL094C	510	510
YDL093W	chrIV	+	289908	292140	289908	292140	1	289908,	292140,	P52867	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues  acts in a complex with Pmt3p, can instead interact with Pmt2p in some conditions  target for new antifungals	PMT5	2232	2232
YDL092W	chrIV	+	292780	293221	292780	293221	1	292780,	293221,	P38985	Signal recognition particle (SRP) subunit, interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting  homolog of mammalian SRP14	SRP14	441	441
YDL091C	chrIV	-	293391	294759	293391	294759	1	293391,	294759,	Q12229	UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	UBX3	1368	1368
YDL090C	chrIV	-	295033	296329	295033	296329	1	295033,	296329,	P22007	Beta subunit of the CAAX farnesyltransferase (FTase) that prenylates the a-factor mating pheromone and Ras proteins  required for the membrane localization of Ras proteins and a-factor  homolog of the mammalian FTase beta subunit	RAM1	1296	1296
YDL089W	chrIV	+	296819	298274	296819	298274	1	296819,	298274,	Q12066	Protein of unknown function  interacts with Csm1p, Lrs4p  required for rDNA repeat stability  null mutant causes increase in unequal sister-chromatid exchange  GFP-fusion protein localizes to the nuclear periphery, possible Cdc28p substrate	YDL089W	1455	1455
YDL088C	chrIV	-	298416	300003	298416	300003	1	298416,	300003,	Q05166	Nuclear pore complex subunit, part of a subcomplex also containing Nup53p, Nup170p, and Pse1p	ASM4	1587	1587
YDL087C	chrIV	-	300213	300999	300213	300999	1	300213,	300999,	Q07508	Essential protein associated with the U1 snRNP complex  splicing factor involved in recognition of 5' splice site  contains two zinc finger motifs  N-terminal zinc finger binds pre-mRNA	LUC7	786	786
YDL086W	chrIV	+	301412	302234	301412	302234	1	301412,	302234,	Q07505	Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies  YDL086W is not an essential gene	YDL086W	822	822
YDL086C-A	chrIV	-	301654	302089	301654	302089	1	301654,	302089,	n/a	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps uncharacterized ORF YDL086W  identified by gene-trapping, microarray expression analysis, and genome-wide homology searching	YDL086C-A	435	435
YDL085C-A	chrIV	-	302463	302670	302463	302670	1	302463,	302670,	Q3E7B7	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus	YDL085C-A	207	207
YDL085W	chrIV	+	303210	304848	303210	304848	1	303210,	304848,	Q07500	Mitochondrial external NADH dehydrogenase, catalyzes the oxidation of cytosolic NADH  Nde1p and Nde2p are involved in providing the cytosolic NADH to the mitochondrial respiratory chain	NDE2	1638	1638
YDL084W	chrIV	+	305236	306577	305236	306577	1	305236,	306577,	Q07478	Component of the TREX complex required for nuclear mRNA export  member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly  homolog of the human splicing factor hUAP56	SUB2	1341	1341
YDL083C	chrIV	-	306925	307789	306925	307789	2	306925,307765,	307333,307789,	P40213	Protein component of the small (40S) ribosomal subunit  identical to Rps16Ap and has similarity to E. coli S9 and rat S16 ribosomal proteins	YDL083C	864	864
YDL082W	chrIV	+	308423	309388	308423	309388	2	308423,308792,	308427,309388,	Q12690	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl13Bp  not essential for viability  has similarity to rat L13 ribosomal protein	YDL082W	965	965
YDL081C	chrIV	-	309801	310122	309801	310122	1	309801,	310122,	P05318	Ribosomal stalk protein P1 alpha, involved in the interaction between translational elongation factors and the ribosome  accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component	RPP1A	321	321
YDL080C	chrIV	-	310641	312471	310641	312471	1	310641,	312471,	Q07471	Probable alpha-ketoisocaproate decarboxylase, may have a role in catabolism of amino acids to long-chain and complex alcohols  required for expression of enzymes involved in thiamine biosynthesis	THI3	1830	1830
YDL079C	chrIV	-	312950	314748	312950	314748	2	312950,314336,	314044,314748,	P50873	Glycogen synthase kinase 3 (GSK-3) homolog  one of four GSK-3 homologs in S. cerevisiae that function to activate Msn2p-dependent transcription of stress responsive genes and that function in protein degradation	YDL079C	1798	1798
YDL078C	chrIV	-	315356	316388	315356	316388	1	315356,	316388,	P32419	Peroxisomal malate dehydrogenase, catalyzes interconversion of malate and oxaloacetate  involved in the glyoxylate cycle	MDH3	1032	1032
YDL077C	chrIV	-	316970	320120	316970	320120	1	316970,	320120,	Q07468	Vacuolar protein that plays a critical role in the tethering steps of vacuolar membrane fusion by facilitating guanine nucleotide exchange on small guanosine triphosphatase Ypt7p	VAM6	3150	3150
YDL076C	chrIV	-	320667	321552	320667	321552	1	320667,	321552,	Q07458	Subunit of the RPD3L complex  involved in histone deacetylation	RXT3	885	885
YDL075W	chrIV	+	322225	322988	322225	322988	2	322225,322703,	322282,322988,	P0C2H8	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl31Bp and has similarity to rat L31 ribosomal protein  associates with the karyopherin Sxm1p  loss of both Rpl31p and Rpl39p confers lethality	YDL075W	763	763
YDL074C	chrIV	-	324046	326149	324046	326149	1	324046,	326149,	Q07457	E3 ubiquitin ligase for Rad6p, required for the ubiquitination of histone H2B, recruitment of Rad6p to promoter chromatin and subsequent methylation of histone H3 (on K4 and K79), contains RING finger domain	BRE1	2103	2103
YDL073W	chrIV	+	326612	329567	326612	329567	1	326612,	329567,	Q07454	Putative protein of unknown function  YDL073W is not an essential gene	YDL073W	2955	2955
YDL072C	chrIV	-	329835	330447	329835	330447	1	329835,	330447,	Q07451	Protein of unknown function  YET3 null mutant decreases the level of secreted invertase  homolog of human BAP31 protein	YDL072C	612	612
